,txs
2020-05-02,28
2020-05-03,24
2020-05-04,46
2020-05-05,56
2020-05-06,64
2020-05-07,52
2020-05-08,48
2020-05-09,33
2020-05-10,53
2020-05-11,51
2020-05-12,48
2020-05-13,44
2020-05-14,54
2020-05-15,40
2020-05-16,27
2020-05-17,32
2020-05-18,69
2020-05-19,46
2020-05-20,60
2020-05-21,54
2020-05-22,49
2020-05-23,33
2020-05-24,33
2020-05-25,47
2020-05-26,47
2020-05-27,54
2020-05-28,43
2020-05-29,47
2020-05-30,19
2020-05-31,22
2020-06-01,50
2020-06-02,75
2020-06-03,53
2020-06-04,54
2020-06-05,41
2020-06-06,25
2020-06-07,15
2020-06-08,58
2020-06-09,49
2020-06-10,65
2020-06-11,71
2020-06-12,52
2020-06-13,19
2020-06-14,26
2020-06-15,45
2020-06-16,60
2020-06-17,50
2020-06-18,57
2020-06-19,54
2020-06-20,28
2020-06-21,31
2020-06-22,60
2020-06-23,50
2020-06-24,50
2020-06-25,45
2020-06-26,49
2020-06-27,21
2020-06-28,30
2020-06-29,59
2020-06-30,45
